nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
94,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
95,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
96,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
97,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
98,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
99,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
100,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
101,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
102,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
103,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
104,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
105,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
106,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
107,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
108,92.50000000000001,0.0,1636.2712429686849,0.0,0.18018018018018017,4.926183738201062,330.1609456007783,333.5129193103902,0.0,0.0,0.0,0.0,1636.2712429686849,111230.86734693885,0.0,0.0,3.5693075200084134,0.8404991677469497,0.0,None
