nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
21,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
22,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
23,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
24,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
25,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
26,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
27,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
28,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
29,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
30,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
31,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
32,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
33,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
34,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
35,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
36,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
37,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
38,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
39,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
40,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
41,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
42,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
43,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
44,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
45,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
46,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
47,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
48,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
49,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
50,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
51,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
52,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
53,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
54,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
55,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
56,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
57,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
58,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
59,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
60,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
61,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
62,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
63,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
64,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
65,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
66,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
67,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
68,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
69,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
70,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
71,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
72,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
73,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
74,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
75,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
76,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
77,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
78,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
79,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
80,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
81,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
82,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
83,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
84,19974.999999999996,734.3129478836164,716075.0,326.2864329905821,0.0008343763037129748,0.17738362619518033,100764.67138833927,101787.68920389826,356.75774369160837,423.22480772246814,734.3129478836164,2246.8666481829605,715748.7135670094,10360733673.469387,1823.6418404604924,911.8209202302462,5.044539243471303,0.5728402659488937,0.0906142078165599,None
